district,vote_share,mshare,eshare,rep_inc,mccain,median_age,pct_white,pct_college,med_hhinc,pct_female,cshare_nm,aug_mshare,sep_mshare,oct_mshare,aug_cnnshare,sep_cnnshare,oct_cnnshare,vote_share_12,mshare_12
1,NA,NA,NA,1,61,38.6,67.6,21.4,43.144,51.9,NA,NA,NA,NA,NA,NA,NA,97.85624589,43.47826087
2,51.09377145,26.26262626,27.05882353,0,63,37.7,64.2,19.7,40.419,51.5,0,14.28571429,26.66666667,27.27272727,0,0,0,63.65943677,45.45454545
3,59.4806507,0,0,1,56,36.9,64.3,20.6,37.885,51.4,0,0,0,0,0,0,0,64.10968122,63.93837265
4,NA,NA,NA,1,76,40.9,90.2,12.9,36.842,51.2,NA,NA,NA,NA,NA,NA,NA,74.06548923,77.77777778
5,57.93566975,65.07936508,66.66666667,0,61,39.4,75.7,27,45.419,51,0,40,71.42857143,65,0,0,0,65.0216355,85.18518519
6,NA,NA,NA,1,76,38.2,81.8,33.4,56.151,51.1,NA,NA,NA,NA,NA,NA,NA,71.29799141,92.30769231
7,27.51529806,33.33333333,40,0,27,34.6,34.6,18,30.358,53.5,0,0,0,40,0,0,0,75.89887549,12.5
8,69.32447923,79.41176471,81.25,1,59,33.9,66.8,26.4,67.825,48.4,100,100,63.63636364,82.35294118,1,0,0,69.08281542,98.0952381
9,53.20279747,40.32258065,43.75,0,54,39.8,70.8,20.3,40.264,48.6,100,28.57142857,27.27272727,50,0,0,1,48.05811277,28.23529412
10,67.62879593,27.02702703,30.3030303,1,61,40.7,85.6,22.4,50.121,50.9,0,55.55555556,22.22222222,16.66666667,0,0,0,49.58011375,36.51685393
11,55.9390424,95.94046008,95.84569733,0,57,36.8,85.2,34.9,55.061,50.9,100,97.83001808,86.11111111,92.72727273,1,0,1,38.88947502,7.272727273
12,29.13940846,67.44186047,62.96296296,0,33,28.8,69.9,13.8,31.573,48,0,66.66666667,37.5,75.86206897,0,0,0,70.2000767,94.80519481
13,54.60734305,31.49606299,31.16883117,0,52,36.5,82.8,42.7,56.621,50.8,0,33.33333333,14.70588235,37.97468354,0,0,0,67.19060716,86.66666667
14,69.52330188,55,78.57142857,1,61,35.3,84.1,29.5,54.646,50.8,0,87.5,0,36.36363636,0,0,0,64.78880348,95.76719577
15,46.82344332,60.38863976,58.00711744,0,42,31.9,71.5,15.6,35.657,50,0,55.17241379,44.44444444,64.44444444,0,0,0,18.25748864,66.66666667
16,49.23716245,76.11940299,77.10843373,0,52,41.8,82.5,33,50.311,51.1,0,74.28571429,84.44444444,72.88135593,0,0,0,64.37432016,94.36619718
17,54.36087025,57.89473684,62.96296296,0,59,38.7,80.3,15.2,34.977,50.7,0,55.55555556,80,47.36842105,0,0,0,47.80502846,51.31578947
18,60.20919429,71.60493827,63.79310345,0,54,36.5,73.3,26.9,44.884,51.1,0,71.42857143,63.15789474,74.54545455,0,0,0,58.96321596,92.85714286
19,72.43507554,47.22222222,44.44444444,0,64,35.7,86.4,23,40.502,50.2,0,66.66666667,40,48,0,0,0,61.86697811,83.46456693
20,41.10571535,7.692307692,2.777777778,0,58,40.2,71.1,14.8,34.152,51,0,0,0,12.28070175,0,0,0,NA,NA
21,33.07573486,0,0,0,32,37.4,77,29.7,47.776,50,0,0,0,0,0,0,0,61.86697811,90.625
22,57.15178068,61.11111111,56.25,1,55,38.3,81.5,20,41.912,50.6,0,0,50,77.77777778,0,0,0,57.38257657,55.26315789
23,53.69243175,55.10204082,56.25,1,49,39,70.7,29.8,61.599,50.8,0,33.33333333,80,52,0,0,0,28.75670024,83.33333333
24,66.08650948,68.75,68.75,1,54,42.2,84.9,30.5,59.663,50,0,50,66.66666667,85.71428571,0,0,0,45.76950694,45.16129032
25,25.97007098,99.40718785,99.3733214,0,28,32.8,50.7,24.1,43.644,50.7,100,99.60707269,100,99.12891986,1,0,0,61.10915449,70.58823529
26,30.99684666,50,40,0,22,41.6,79.7,39.9,64.681,50.5,0,33.33333333,75,44.44444444,0,0,0,25.52887669,56.79758308
27,31.74562364,9.259259259,7.843137255,0,27,37,53.9,26.5,58.729,50.6,0,11.11111111,9.090909091,8.695652174,0,0,0,24.94756462,45.83333333
28,15.9071337,8.531521329,8.189880021,0,12,38,50.3,51.5,67.669,48.6,2.332361516,1.851851852,8.753861998,10.43478261,0,0.054347826,0.021276596,48.31845908,69.88416988
29,11.33130831,2.702702703,2.777777778,0,10,36.4,48.8,44.6,56.415,52.1,0,0,0,7.692307692,0,0,0,NA,NA
30,39.14901146,60,46.66666667,0,33,38.6,66.3,39.9,81.13,51.2,0,50,50,72.72727273,0,0,0,44.44590453,69.09090909
31,49.41726884,48.87218045,54.45544554,0,44,36.4,68.4,33.4,71.364,49.9,0,40,53.84615385,49.5412844,0,0,0,52.70818694,8.576998051
32,22.63139951,0,0,0,24,40.3,52.3,44.9,83.121,51.2,0,0,0,0,0,0,0,30.26827243,1.129943503
33,27.81456549,10.31746032,4.347826087,0,24,36.8,37.4,36.8,69.788,50.6,0,1.333333333,11.11111111,26.82926829,0,0,0,14.91614323,1.700753498
34,28.7162831,21.42857143,27.27272727,0,25,38,66.5,57.9,96.364,49.9,0,42.85714286,0,0,0,0,0,NA,NA
35,32.40253999,45.45454545,45.45454545,0,30,36.8,48.3,46.5,85.612,50.2,0,0,66.66666667,25,0,0,0,21.08346271,4.761904762
36,26.373527,0,0,0,29,35.4,49.4,32.7,72.602,49.5,0,0,0,0,0,0,0,NA,NA
37,30.93246466,61.29032258,63.33333333,0,26,33.3,76.4,26.5,55.112,49.3,0,55.55555556,50,75,0,0,0,42.59138691,18
38,41.51594699,15.38461538,15.38461538,0,39,30.3,65,10.8,38.553,49.6,0,0,0,25,0,0,0,26.45528035,56
39,64.74539348,100,100,0,52,34.6,75.6,20,48.035,50.9,0,100,100,100,0,0,0,29.51075401,55.55555556
40,48.29502258,26.41509434,28.57142857,0,39,28.6,61.5,8.5,34.285,46.3,0,0,100,19.04761905,0,0,0,26.76422412,91.60305344
41,NA,NA,NA,1,56,30.6,69.7,18.3,45.368,50.4,NA,NA,NA,NA,NA,NA,NA,25.93144433,94.19642857
42,NA,NA,NA,1,60,34.6,76.7,19.7,52.749,48.6,NA,NA,NA,NA,NA,NA,NA,57.75908774,16.90140845
43,39.42507804,91.10251451,90.75630252,0,32,31.8,76.6,28.9,56.006,50.1,100,89.09090909,95.77464789,84.09090909,1,0,0,61.87967711,57.14285714
44,59.93950086,100,100,1,48,39.8,77.5,34.8,79.495,50.4,0,0,0,100,0,0,0,NA,NA
45,61.8325877,80,75,1,48,31.9,61.7,20.7,57.45,48.8,0,0,75,100,0,0,0,44.90272237,26.24113475
46,59.71080178,86.66666667,84.61538462,1,47,39.2,58.8,38.5,70.662,51.4,0,66.66666667,100,90,0,0,0,54.77882278,48.50498339
47,34.84931923,39.28571429,39.13043478,0,32,36.6,62.1,30.3,59.169,50.3,0,50,80,23.07692308,0,0,0,47.30823877,48.19277108
48,24.37841168,15.78947368,6.666666667,0,22,33.2,67.8,27.7,49.515,49.5,0,0,0,27.27272727,0,0,0,36.02245569,29.41176471
49,33.05410883,32,31.81818182,0,30,40.4,59.1,38.1,56.689,51.6,50,42.85714286,25,20,0,0,1,23.51253086,52
50,33.07681252,11.76470588,15.625,0,28,39.1,76.7,59.6,76.571,51.7,0,0,0,18.51851852,0,0,0,NA,NA
51,16.17948915,96.7032967,96.40718563,0,18,33.8,37.5,19.9,33.594,48.8,0,98.33333333,96.72131148,94.73684211,0,0,0,NA,NA
52,28.95866832,0,0,0,30,34.3,45.3,17.4,50.272,51.1,0,0,0,0,0,0,0,NA,NA
53,13.91881669,0,0,0,12,35.4,35,32.9,40.93,51.2,0,0,0,0,0,0,0,34.2999616,98.35796388
54,22.77073431,72.22222222,76.47058824,0,23,30.6,59,11.9,37.022,49.4,0,33.33333333,87.5,100,0,0,0,NA,NA
55,20.66503897,9.227348527,7.724719101,0,14,31.7,39.2,17.9,37.158,52.3,0,0.701754386,20.2020202,14.72868217,0,0,0,14.38438011,88.12615955
56,36.81448164,35,34.48275862,0,34,37.2,65.7,42.9,66.723,51.3,0,25,75,25,0,0,0,NA,NA
57,25.36491588,86.91588785,86.73469388,0,19,31.2,43.3,19,45.625,51.7,100,100,87.80487805,83.63636364,0,0,1,47.06066051,57.6309795
58,26.54501384,68.18181818,78.94736842,0,27,33,57.5,16.7,51.56,50.3,0,37.5,87.5,100,0,0,0,13.58251941,51.80722892
59,34.00308994,8.695652174,8.333333333,0,32,32.5,43.8,16.3,54.143,51.2,0,0,0,22.22222222,0,0,0,32.45523904,11.11111111
60,66.78873948,100,100,1,51,35.7,59,31.7,68.396,50.5,0,100,100,100,0,0,0,57.78812305,39.02439024
61,63.21699275,99.77375566,99.73890339,1,54,35.6,70.5,19.9,48.063,50.8,100,100,99.85754986,99.27007299,1,1,1,NA,NA
62,66.13221138,89.28571429,88,1,53,38.3,63.6,40.2,85.934,49.6,0,66.66666667,100,89.47368421,0,0,0,41.03226835,30.76923077
63,34.50372255,16.21621622,12.5,0,30,28.1,58.3,9.8,43.983,51.1,0,0,50,16.66666667,0,0,0,66.13221138,11.76470588
64,55.61350677,69.44444444,69.23076923,1,49,32.8,67.4,26.6,67.909,49.8,0,25,71.42857143,76,0,0,0,NA,NA
65,54.99217511,60,66.66666667,1,47,36.1,68.3,21.3,50.001,49.8,0,84.61538462,52,58.69565217,0,0,0,NA,NA
66,62.20891432,57.14285714,66.66666667,1,50,41.5,66,41.2,72.787,50.8,100,0,33.33333333,100,0,0,1,58.45800751,96.14243323
67,42.56985008,32.0754717,30.9352518,0,38,30.3,52.8,13.9,49.013,49.5,50,14.28571429,21.79487179,41.29353234,0,0,1,36.12522111,52.5
68,62.18571807,88.8,89.65517241,1,49,38.7,68.6,54.3,86.397,51.1,100,91.30434783,92.68292683,84.74576271,0,1,1,43.440777,64.81481481
